Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
0.5499719409228702,-1.1623144713725786,-0.6868212509706642,-0.4892380722473162,-0.3390093579564351,0.11176153266974254,-0.5846101374002969,0.011462087010145899,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,0.3748584849620109,-0.4892380722473162,-0.3390093579564351,-0.11899497152587035,-0.02455157032889946,-0.21791413999188258,0.29528158494280154,0.6082829008529287,-1.2015346192494807,0
0.5499719409228702,0.8603523612840326,-0.6868212509706642,-0.4892380722473162,2.949771080149671,-0.4075317378304953,-0.5846101374002969,-0.9903017579627499,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,-0.6868212509706642,2.043994645401364,-0.3390093579564351,-0.48353921196127775,0.29113130898853273,-0.31757705843973644,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,-1.1623144713725786,-0.6868212509706642,-0.4892380722473162,-0.3390093579564351,0.1392846228226158,-0.5846101374002969,-0.05596189751412008,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,1.436538220894686,-0.4892380722473162,2.949771080149671,0.03301997673569453,0.9737491115596392,1.513729068039578,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,-0.6868212509706642,2.043994645401364,-0.3390093579564351,-0.5291072420157037,-0.021580437347088335,-0.6290236785892798,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,2.498217956827361,-0.4892380722473162,-0.3390093579564351,-0.40096994150265797,0.3453544859065858,0.15582180418756936,0.29528158494280154,-1.964156831196454,0.07888863661739011,0
0.5499719409228702,0.8603523612840326,1.436538220894686,-0.4892380722473162,-0.3390093579564351,-0.2241659848914854,-0.017866521119824428,0.28040045224738663,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,0.3748584849620109,-0.4892380722473162,-0.3390093579564351,1.386208197231927,3.4888131806627576,2.53527398213008,0.29528158494280154,0.6082829008529287,0.07888863661739011,0
0.5499719409228702,0.8603523612840326,1.436538220894686,-0.4892380722473162,-0.3390093579564351,-0.3710773137869546,-0.32463600149182326,-0.940470298738823,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,1.436538220894686,-0.4892380722473162,-0.3390093579564351,-0.4986677979393472,0.0987504484162623,-0.4546135713055355,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,0.8603523612840326,1.436538220894686,-0.4892380722473162,-0.3390093579564351,-0.39422587305460294,2.4258903564198273,0.679052126038802,0.29528158494280154,0.6082829008529287,1.3593118924842607,1
0.5499719409228702,-1.1623144713725786,-0.6868212509706642,-0.4892380722473162,-0.3390093579564351,-0.6165978597202014,0.47014207114265316,-0.3923242472756268,0.29528158494280154,0.6082829008529287,-1.2015346192494807,0
